s (1,1) 330
(231,2) (231,3) 212
(232,2) (232,3) 978
(233,2) (233,3) 499
(234,2) (234,3) 665
(235,2) (235,3) 968
(236,2) (236,3) 611
(237,2) (237,3) 65
(238,2) (238,3) 445
(239,2) (239,3) 380
(240,2) (240,3) 12
(241,2) (241,3) 735
(242,2) (242,3) 957
(243,2) (243,3) 712
(244,2) (244,3) 841
(245,2) (245,3) 252
(246,2) (246,3) 454
(247,2) (247,3) 472
(248,2) (248,3) 624
(249,2) (249,3) 991
(250,2) (250,3) 127
(251,2) (251,3) 786
(252,2) (252,3) 501
(253,2) (253,3) 445
(254,2) (254,3) 750
(255,2) (255,3) 298
(256,2) (256,3) 81
(257,2) (257,3) 546
(258,2) (258,3) 303
(259,2) (259,3) 688
(260,2) (260,3) 200
(261,2) (261,3) 174
(262,2) (262,3) 137
(263,2) (263,3) 499
(264,2) (264,3) 806
(265,2) (265,3) 48
(266,2) (266,3) 167
(267,2) (267,3) 607
(268,2) (268,3) 494
(269,2) (269,3) 65
(270,2) (270,3) 472
(271,2) (271,3) 930
(272,2) (272,3) 775
(273,2) (273,3) 127
(274,2) (274,3) 587
(275,2) (275,3) 901
(276,2) (276,3) 43
(277,2) (277,3) 410
(278,2) (278,3) 434
(279,2) (279,3) 190
(280,2) (280,3) 964
(281,2) (281,3) 668
(282,2) (282,3) 954
(283,2) (283,3) 290
(284,2) (284,3) 118
(285,2) (285,3) 945
(286,2) (286,3) 69
(287,2) (287,3) 759
(288,2) (288,3) 203
(289,2) (289,3) 53
(290,2) (290,3) 468
(291,2) (291,3) 103
(292,2) (292,3) 71
(293,2) (293,3) 405
(294,2) (294,3) 964
(295,2) (295,3) 56
(296,2) (296,3) 361
(297,2) (297,3) 805
(298,2) (298,3) 227
(299,2) (299,3) 761
(300,2) (300,3) 986
(301,2) (301,3) 321
(302,2) (302,3) 623
(303,2) (303,3) 447
(304,2) (304,3) 965
(305,2) (305,3) 855
(306,2) (306,3) 948
(307,2) (307,3) 790
(308,2) (308,3) 331
(309,2) (309,3) 770
(310,2) (310,3) 568
(311,2) (311,3) 155
(312,2) (312,3) 969
(313,2) (313,3) 386
(314,2) (314,3) 333
(315,2) (315,3) 790
(316,2) (316,3) 353
(317,2) (317,3) 310
(318,2) (318,3) 714
(319,2) (319,3) 541
(320,2) (320,3) 394
(321,2) (321,3) 923
(322,2) (322,3) 30
(323,2) (323,3) 723
(324,2) (324,3) 709
(325,2) (325,3) 214
(326,2) (326,3) 514
(327,2) (327,3) 239
(328,2) (328,3) 573
(329,2) (329,3) 637
(330,2) (330,3) 650
(331,2) (331,3) 281
(332,2) (332,3) 738
(333,2) (333,3) 212
(334,2) (334,3) 896
(335,2) (335,3) 967
(336,2) (336,3) 130
(337,2) (337,3) 804
(338,2) (338,3) 796
(339,2) (339,3) 166
(340,2) (340,3) 660
(341,2) (341,3) 629
(342,2) (342,3) 612
(343,2) (343,3) 852
(344,2) (344,3) 931
(345,2) (345,3) 532
(346,2) (346,3) 332
(347,2) (347,3) 290
(348,2) (348,3) 115
(349,2) (349,3) 56
(350,2) (350,3) 211
(351,2) (351,3) 608
(352,2) (352,3) 867
(353,2) (353,3) 999
(354,2) (354,3) 130
(355,2) (355,3) 32
(356,2) (356,3) 198
(357,2) (357,3) 381
(358,2) (358,3) 465
(359,2) (359,3) 572
(360,2) (360,3) 344
(361,2) (361,3) 180
(362,2) (362,3) 295
(363,2) (363,3) 891
(364,2) (364,3) 650
(365,2) (365,3) 863
(366,2) (366,3) 517
(367,2) (367,3) 22
(368,2) (368,3) 346
(369,2) (369,3) 584
(370,2) (370,3) 608
(371,2) (371,3) 145
(372,2) (372,3) 395
(373,2) (373,3) 818
(374,2) (374,3) 386
(375,2) (375,3) 45
(376,2) (376,3) 372
(377,2) (377,3) 528
(378,2) (378,3) 916
(379,2) (379,3) 827
(380,2) (380,3) 951
(381,2) (381,3) 572
(382,2) (382,3) 218
(383,2) (383,3) 971
(384,2) (384,3) 408
(385,2) (385,3) 668
(386,2) (386,3) 947
(387,2) (387,3) 226
(388,2) (388,3) 640
(389,2) (389,3) 431
(390,2) (390,3) 211
(391,2) (391,3) 578
(392,2) (392,3) 485
(393,2) (393,3) 702
(394,2) (394,3) 894
(395,2) (395,3) 411
(396,2) (396,3) 440
(397,2) (397,3) 605
(398,2) (398,3) 475
(399,2) (399,3) 391
(400,2) (400,3) 138
(401,2) (401,3) 160
(402,2) (402,3) 139
(403,2) (403,3) 4
(404,2) (404,3) 75
(405,2) (405,3) 346
(406,2) (406,3) 358
(407,2) (407,3) 962
(408,2) (408,3) 585
(409,2) (409,3) 209
(410,2) (410,3) 912
(411,2) (411,3) 876
(412,2) (412,3) 834
(413,2) (413,3) 86
(414,2) (414,3) 436
(415,2) (415,3) 411
(416,2) (416,3) 63
(417,2) (417,3) 432
(418,2) (418,3) 333
(419,2) (419,3) 846
(420,2) (420,3) 245
(421,2) (421,3) 808
(422,2) (422,3) 117
(423,2) (423,3) 662
(424,2) (424,3) 72
(425,2) (425,3) 167
(426,2) (426,3) 972
(427,2) (427,3) 286
(428,2) (428,3) 157
(429,2) (429,3) 259
(430,2) (430,3) 375
(431,2) (431,3) 543
(432,2) (432,3) 845
(433,2) (433,3) 352
(434,2) (434,3) 2
(435,2) (435,3) 121
(436,2) (436,3) 698
(437,2) (437,3) 972
(438,2) (438,3) 427
(439,2) (439,3) 455
(440,2) (440,3) 783
(441,2) (441,3) 435
(442,2) (442,3) 333
(443,2) (443,3) 697
(444,2) (444,3) 384
(445,2) (445,3) 937
(446,2) (446,3) 749
(447,2) (447,3) 444
(448,2) (448,3) 59
(449,2) (449,3) 982
(450,2) (450,3) 261
(451,2) (451,3) 543
(452,2) (452,3) 489
(453,2) (453,3) 107
(454,2) (454,3) 339
(455,2) (455,3) 876
(456,2) (456,3) 733
(457,2) (457,3) 83
(458,2) (458,3) 269
(459,2) (459,3) 959
(460,2) (460,3) 680
(461,2) (461,3) 740
(462,2) (462,3) 611
(463,2) (463,3) 346
(464,2) (464,3) 687
(465,2) (465,3) 173
(466,2) (466,3) 912
(467,2) (467,3) 46
(468,2) (468,3) 610
(469,2) (469,3) 258
(470,2) (470,3) 422
(471,2) (471,3) 111
(472,2) (472,3) 97
(473,2) (473,3) 338
(474,2) (474,3) 942
(475,2) (475,3) 607
(476,2) (476,3) 564
(477,2) (477,3) 513
(478,2) (478,3) 361
(479,2) (479,3) 234
(480,2) (480,3) 511
(481,2) (481,3) 658
(482,2) (482,3) 502
(483,2) (483,3) 193
(484,2) (484,3) 737
(485,2) (485,3) 540
(486,2) (486,3) 513
(487,2) (487,3) 312
(488,2) (488,3) 288
(489,2) (489,3) 366
(490,2) (490,3) 548
(491,2) (491,3) 962
(492,2) (492,3) 315
(493,2) (493,3) 541
(494,2) (494,3) 228
(495,2) (495,3) 116
(496,2) (496,3) 92
(497,2) (497,3) 633
(498,2) (498,3) 842
(499,2) (499,3) 799
(500,2) (500,3) 143
(1,3) (1,4) 896
(2,3) (2,4) 908
(3,3) (3,4) 399
(4,3) (4,4) 251
(5,3) (5,4) 794
(6,3) (6,4) 360
(7,3) (7,4) 520
(8,3) (8,4) 60
(9,3) (9,4) 788
(10,3) (10,4) 412
(11,3) (11,4) 993
(12,3) (12,4) 434
(13,3) (13,4) 304
(14,3) (14,4) 589
(15,3) (15,4) 848
(16,3) (16,4) 49
(17,3) (17,4) 105
(18,3) (18,4) 314
(19,3) (19,4) 565
(20,3) (20,4) 438
(21,3) (21,4) 932
(22,3) (22,4) 981
(23,3) (23,4) 795
(24,3) (24,4) 691
(25,3) (25,4) 481
(26,3) (26,4) 798
(27,3) (27,4) 697
(28,3) (28,4) 776
(29,3) (29,4) 626
(30,3) (30,4) 307
(31,3) (31,4) 814
(32,3) (32,4) 878
(33,3) (33,4) 419
(34,3) (34,4) 887
(35,3) (35,4) 243
(36,3) (36,4) 433
(37,3) (37,4) 351
(38,3) (38,4) 229
(39,3) (39,4) 906
(40,3) (40,4) 657
(41,3) (41,4) 35
(42,3) (42,4) 290
(43,3) (43,4) 732
(44,3) (44,4) 277
(45,3) (45,4) 499
(46,3) (46,4) 357
(47,3) (47,4) 369
(48,3) (48,4) 461
(49,3) (49,4) 571
(50,3) (50,4) 588
(51,3) (51,4) 880
(52,3) (52,4) 394
(53,3) (53,4) 193
(54,3) (54,4) 324
(55,3) (55,4) 223
(56,3) (56,4) 860
(57,3) (57,4) 445
(58,3) (58,4) 332
(59,3) (59,4) 524
(60,3) (60,4) 863
(61,3) (61,4) 90
(62,3) (62,4) 151
(63,3) (63,4) 609
(64,3) (64,4) 571
(65,3) (65,4) 742
(66,3) (66,4) 876
(67,3) (67,4) 150
(68,3) (68,4) 23
(69,3) (69,4) 749
(70,3) (70,4) 276
(71,3) (71,4) 249
(72,3) (72,4) 482
(73,3) (73,4) 692
(74,3) (74,4) 831
(75,3) (75,4) 504
(76,3) (76,4) 613
(77,3) (77,4) 897
(78,3) (78,4) 955
(79,3) (79,4) 151
(80,3) (80,4) 856
(81,3) (81,4) 1000
(82,3) (82,4) 346
(83,3) (83,4) 13
(84,3) (84,4) 799
(85,3) (85,4) 41
(86,3) (86,4) 782
(87,3) (87,4) 417
(88,3) (88,4) 401
(89,3) (89,4) 517
(90,3) (90,4) 460
(91,3) (91,4) 258
(92,3) (92,4) 870
(93,3) (93,4) 902
(94,3) (94,4) 819
(95,3) (95,4) 492
(96,3) (96,4) 10
(97,3) (97,4) 638
(98,3) (98,4) 223
(99,3) (99,4) 662
(100,3) (100,4) 393
(101,3) (101,4) 824
(102,3) (102,4) 606
(103,3) (103,4) 144
(104,3) (104,4) 825
(105,3) (105,4) 43
(106,3) (106,4) 751
(107,3) (107,4) 585
(108,3) (108,4) 759
(109,3) (109,4) 229
(110,3) (110,4) 898
(111,3) (111,4) 703
(112,3) (112,4) 663
(113,3) (113,4) 964
(114,3) (114,4) 687
(115,3) (115,4) 424
(116,3) (116,4) 115
(117,3) (117,4) 440
(118,3) (118,4) 847
(119,3) (119,4) 645
(120,3) (120,4) 799
(121,3) (121,4) 324
(122,3) (122,4) 985
(123,3) (123,4) 271
(124,3) (124,4) 543
(125,3) (125,4) 883
(126,3) (126,4) 66
(127,3) (127,4) 105
(128,3) (128,4) 14
(129,3) (129,4) 927
(130,3) (130,4) 796
(131,3) (131,4) 53
(132,3) (132,4) 452
(133,3) (133,4) 892
(134,3) (134,4) 370
(135,3) (135,4) 34
(136,3) (136,4) 179
(137,3) (137,4) 99
(138,3) (138,4) 725
(139,3) (139,4) 963
(140,3) (140,4) 534
(141,3) (141,4) 123
(142,3) (142,4) 942
(143,3) (143,4) 371
(144,3) (144,4) 29
(145,3) (145,4) 235
(146,3) (146,4) 241
(147,3) (147,4) 245
(148,3) (148,4) 882
(149,3) (149,4) 98
(150,3) (150,4) 586
(151,3) (151,4) 32
(152,3) (152,4) 818
(153,3) (153,4) 614
(154,3) (154,4) 526
(155,3) (155,4) 591
(156,3) (156,4) 936
(157,3) (157,4) 99
(158,3) (158,4) 624
(159,3) (159,4) 502
(160,3) (160,4) 940
(161,3) (161,4) 764
(162,3) (162,4) 511
(163,3) (163,4) 712
(164,3) (164,4) 555
(165,3) (165,4) 869
(166,3) (166,4) 305
(167,3) (167,4) 750
(168,3) (168,4) 107
(169,3) (169,4) 609
(170,3) (170,4) 999
(171,3) (171,4) 250
(172,3) (172,4) 669
(173,3) (173,4) 295
(174,3) (174,4) 188
(175,3) (175,4) 865
(176,3) (176,4) 640
(177,3) (177,4) 407
(178,3) (178,4) 410
(179,3) (179,4) 167
(180,3) (180,4) 742
(181,3) (181,4) 803
(182,3) (182,4) 851
(183,3) (183,4) 397
(184,3) (184,4) 853
(185,3) (185,4) 800
(186,3) (186,4) 377
(187,3) (187,4) 293
(188,3) (188,4) 556
(189,3) (189,4) 828
(190,3) (190,4) 138
(191,3) (191,4) 102
(192,3) (192,4) 511
(193,3) (193,4) 945
(194,3) (194,4) 396
(195,3) (195,4) 11
(196,3) (196,4) 626
(197,3) (197,4) 871
(198,3) (198,4) 945
(199,3) (199,4) 269
(200,3) (200,4) 134
(201,3) (201,4) 17
(202,3) (202,4) 991
(203,3) (203,4) 361
(204,3) (204,4) 650
(205,3) (205,4) 437
(206,3) (206,4) 815
(207,3) (207,4) 276
(208,3) (208,4) 194
(209,3) (209,4) 767
(210,3) (210,4) 719
(211,3) (211,4) 571
(212,3) (212,4) 996
(213,3) (213,4) 783
(214,3) (214,4) 286
(215,3) (215,4) 984
(216,3) (216,4) 693
(217,3) (217,4) 790
(218,3) (218,4) 436
(219,3) (219,4) 518
(220,3) (220,4) 751
(221,3) (221,4) 104
(222,3) (222,4) 516
(223,3) (223,4) 645
(224,3) (224,4) 861
(225,3) (225,4) 660
(226,3) (226,4) 975
(227,3) (227,4) 609
(228,3) (228,4) 773
(229,3) (229,4) 551
(230,3) (230,4) 709
(231,3) (231,4) 477
(232,3) (232,4) 824
(233,3) (233,4) 85
(234,3) (234,4) 434
(235,3) (235,4) 917
(236,3) (236,4) 793
(237,3) (237,4) 537
(238,3) (238,4) 51
(239,3) (239,4) 785
(240,3) (240,4) 879
(241,3) (241,4) 789
(242,3) (242,4) 796
(243,3) (243,4) 645
(244,3) (244,4) 969
(245,3) (245,4) 378
(246,3) (246,4) 16
(247,3) (247,4) 693
(248,3) (248,4) 677
(249,3) (249,4) 211
(250,3) (250,4) 884
(251,3) (251,4) 470
(252,3) (252,4) 5
(253,3) (253,4) 637
(254,3) (254,4) 848
(255,3) (255,4) 864
(256,3) (256,4) 247
(257,3) (257,4) 734
(258,3) (258,4) 539
(259,3) (259,4) 663
(260,3) (260,4) 744
(261,3) (261,4) 911
(262,3) (262,4) 298
(263,3) (263,4) 481
(264,3) (264,4) 300
(265,3) (265,4) 180
(266,3) (266,4) 804
(267,3) (267,4) 58
(268,3) (268,4) 572
(269,3) (269,4) 600
(270,3) (270,4) 253
(271,3) (271,4) 35
(272,3) (272,4) 732
(273,3) (273,4) 997
(274,3) (274,4) 749
(275,3) (275,4) 433
(276,3) (276,4) 312
(277,3) (277,4) 257
(278,3) (278,4) 261
(279,3) (279,4) 369
(280,3) (280,4) 82
(281,3) (281,4) 852
(282,3) (282,4) 301
(283,3) (283,4) 393
(284,3) (284,4) 283
(285,3) (285,4) 422
(286,3) (286,4) 45
(287,3) (287,4) 906
(288,3) (288,4) 284
(289,3) (289,4) 613
(290,3) (290,4) 318
(291,3) (291,4) 889
(292,3) (292,4) 599
(293,3) (293,4) 156
(294,3) (294,4) 147
(295,3) (295,4) 989
(296,3) (296,4) 479
(297,3) (297,4) 672
(298,3) (298,4) 634
(299,3) (299,4) 740
(300,3) (300,4) 433
(301,3) (301,4) 740
(302,3) (302,4) 793
(303,3) (303,4) 838
(304,3) (304,4) 357
(305,3) (305,4) 756
(306,3) (306,4) 998
(307,3) (307,4) 298
(308,3) (308,4) 605
(309,3) (309,4) 662
(310,3) (310,4) 448
(311,3) (311,4) 999
(312,3) (312,4) 720
(313,3) (313,4) 436
(314,3) (314,4) 859
(315,3) (315,4) 994
(316,3) (316,4) 227
(317,3) (317,4) 902
(318,3) (318,4) 84
(319,3) (319,4) 775
(320,3) (320,4) 894
(321,3) (321,4) 661
(322,3) (322,4) 546
(323,3) (323,4) 107
(324,3) (324,4) 631
(325,3) (325,4) 186
(326,3) (326,4) 253
(327,3) (327,4) 902
(328,3) (328,4) 853
(329,3) (329,4) 725
(330,3) (330,4) 822
(331,3) (331,4) 926
(332,3) (332,4) 250
(333,3) (333,4) 442
(334,3) (334,4) 890
(335,3) (335,4) 382
(336,3) (336,4) 293
(337,3) (337,4) 653
(338,3) (338,4) 35
(339,3) (339,4) 965
(340,3) (340,4) 356
(341,3) (341,4) 22
(342,3) (342,4) 957
(343,3) (343,4) 691
(344,3) (344,4) 539
(345,3) (345,4) 96
(346,3) (346,4) 682
(347,3) (347,4) 679
(348,3) (348,4) 467
(349,3) (349,4) 483
(350,3) (350,4) 635
(351,3) (351,4) 819
(352,3) (352,4) 722
(353,3) (353,4) 545
(354,3) (354,4) 548
(355,3) (355,4) 473
(356,3) (356,4) 962
(357,3) (357,4) 790
(358,3) (358,4) 875
(359,3) (359,4) 535
(360,3) (360,4) 649
(361,3) (361,4) 488
(362,3) (362,4) 828
(363,3) (363,4) 373
(364,3) (364,4) 109
(365,3) (365,4) 318
(366,3) (366,4) 364
(367,3) (367,4) 232
(368,3) (368,4) 562
(369,3) (369,4) 525
(370,3) (370,4) 400
(371,3) (371,4) 142
(372,3) (372,4) 593
(373,3) (373,4) 758
(374,3) (374,4) 897
(375,3) (375,4) 250
(376,3) (376,4) 382
(377,3) (377,4) 755
(378,3) (378,4) 38
(379,3) (379,4) 578
(380,3) (380,4) 310
(381,3) (381,4) 104
(382,3) (382,4) 238
(383,3) (383,4) 51
(384,3) (384,4) 571
(385,3) (385,4) 302
(386,3) (386,4) 833
(387,3) (387,4) 950
(388,3) (388,4) 582
(389,3) (389,4) 874
(390,3) (390,4) 609
(391,3) (391,4) 484
(392,3) (392,4) 176
(393,3) (393,4) 957
(394,3) (394,4) 106
(395,3) (395,4) 125
(396,3) (396,4) 197
(397,3) (397,4) 604
(398,3) (398,4) 923
(399,3) (399,4) 886
(400,3) (400,4) 629
(401,3) (401,4) 832
(402,3) (402,4) 473
(403,3) (403,4) 609
(404,3) (404,4) 560
(405,3) (405,4) 704
(406,3) (406,4) 271
(407,3) (407,4) 894
(408,3) (408,4) 734
(409,3) (409,4) 506
(410,3) (410,4) 515
(411,3) (411,4) 152
(412,3) (412,4) 8
(413,3) (413,4) 649
(414,3) (414,4) 255
(415,3) (415,4) 346
(416,3) (416,4) 814
(417,3) (417,4) 831
(418,3) (418,4) 83
(419,3) (419,4) 528
(420,3) (420,4) 110
(421,3) (421,4) 468
(422,3) (422,4) 340
(423,3) (423,4) 881
(424,3) (424,4) 486
(425,3) (425,4) 967
(426,3) (426,4) 171
(427,3) (427,4) 618
(428,3) (428,4) 774
(429,3) (429,4) 49
(430,3) (430,4) 316
(431,3) (431,4) 671
(432,3) (432,4) 669
(433,3) (433,4) 265
(434,3) (434,4) 649
(435,3) (435,4) 594
(436,3) (436,4) 246
(437,3) (437,4) 721
(438,3) (438,4) 419
(439,3) (439,4) 694
(440,3) (440,4) 46
(441,3) (441,4) 672
(442,3) (442,4) 805
(443,3) (443,4) 236
(444,3) (444,4) 61
(445,3) (445,4) 177
(446,3) (446,4) 749
(447,3) (447,4) 532
(448,3) (448,4) 311
(449,3) (449,4) 369
(450,3) (450,4) 815
(451,3) (451,4) 449
(452,3) (452,4) 998
(453,3) (453,4) 110
(454,3) (454,4) 855
(455,3) (455,4) 291
(456,3) (456,4) 54
(457,3) (457,4) 602
(458,3) (458,4) 915
(459,3) (459,4) 424
(460,3) (460,4) 740
(461,3) (461,4) 479
(462,3) (462,4) 187
(463,3) (463,4) 292
(464,3) (464,4) 700
(465,3) (465,4) 60
(466,3) (466,4) 166
(467,3) (467,4) 204
(468,3) (468,4) 126
(469,3) (469,4) 270
(470,3) (470,4) 666
(471,3) (471,4) 899
(472,3) (472,4) 643
(473,3) (473,4) 794
(474,3) (474,4) 231
(475,3) (475,4) 604
(476,3) (476,4) 34
(477,3) (477,4) 286
(478,3) (478,4) 1
(479,3) (479,4) 766
(480,3) (480,4) 946
(481,3) (481,4) 391
(482,3) (482,4) 689
(483,3) (483,4) 117
(484,3) (484,4) 115
(485,3) (485,4) 829
(486,3) (486,4) 991
(487,3) (487,4) 701
(488,3) (488,4) 597
(489,3) (489,4) 99
(490,3) (490,4) 445
(491,3) (491,4) 138
(492,3) (492,4) 980
(493,3) (493,4) 875
(494,3) (494,4) 683
(495,3) (495,4) 619
(496,3) (496,4) 687
(497,3) (497,4) 79
(498,3) (498,4) 362
(499,3) (499,4) 556
(500,3) (500,4) 35
(1,4) (1,5) 241
(2,4) (2,5) 423
(3,4) (3,5) 475
(4,4) (4,5) 545
(5,4) (5,5) 483
(6,4) (6,5) 831
(7,4) (7,5) 970
(8,4) (8,5) 761
(9,4) (9,5) 291
(10,4) (10,5) 433
(11,4) (11,5) 331
(12,4) (12,5) 546
(13,4) (13,5) 902
(14,4) (14,5) 21
(15,4) (15,5) 146
(16,4) (16,5) 463
(17,4) (17,5) 398
(18,4) (18,5) 143
(19,4) (19,5) 396
(20,4) (20,5) 311
(21,4) (21,5) 222
(22,4) (22,5) 335
(23,4) (23,5) 261
(24,4) (24,5) 64
(25,4) (25,5) 66
(26,4) (26,5) 176
(27,4) (27,5) 127
(28,4) (28,5) 857
(29,4) (29,5) 515
(30,4) (30,5) 354
(31,4) (31,5) 366
(32,4) (32,5) 851
(33,4) (33,5) 688
(34,4) (34,5) 263
(35,4) (35,5) 401
(36,4) (36,5) 884
(37,4) (37,5) 16
(38,4) (38,5) 47
(39,4) (39,5) 571
(40,4) (40,5) 776
(41,4) (41,5) 652
(42,4) (42,5) 1
(43,4) (43,5) 135
(44,4) (44,5) 843
(45,4) (45,5) 690
(46,4) (46,5) 822
(47,4) (47,5) 890
(48,4) (48,5) 640
(49,4) (49,5) 819
(50,4) (50,5) 715
(51,4) (51,5) 330
(52,4) (52,5) 727
(53,4) (53,5) 950
(54,4) (54,5) 987
(55,4) (55,5) 981
(56,4) (56,5) 678
(57,4) (57,5) 574
(58,4) (58,5) 510
(59,4) (59,5) 436
(60,4) (60,5) 807
(61,4) (61,5) 566
(62,4) (62,5) 331
(63,4) (63,5) 422
(64,4) (64,5) 762
(65,4) (65,5) 989
(66,4) (66,5) 445
(67,4) (67,5) 297
(68,4) (68,5) 295
(69,4) (69,5) 277
(70,4) (70,5) 757
(71,4) (71,5) 483
(72,4) (72,5) 66
(73,4) (73,5) 645
(74,4) (74,5) 203
(75,4) (75,5) 334
(76,4) (76,5) 43
(77,4) (77,5) 726
(78,4) (78,5) 818
(79,4) (79,5) 74
(80,4) (80,5) 904
(81,4) (81,5) 154
(82,4) (82,5) 472
(83,4) (83,5) 37
(84,4) (84,5) 994
(85,4) (85,5) 768
(86,4) (86,5) 6
(87,4) (87,5) 430
(88,4) (88,5) 49
(89,4) (89,5) 796
(90,4) (90,5) 346
(91,4) (91,5) 999
(92,4) (92,5) 773
(93,4) (93,5) 612
(94,4) (94,5) 663
(95,4) (95,5) 168
(96,4) (96,5) 826
(97,4) (97,5) 678
(98,4) (98,5) 950
(99,4) (99,5) 991
(100,4) (100,5) 70
(101,4) (101,5) 789
(102,4) (102,5) 259
(103,4) (103,5) 861
(104,4) (104,5) 51
(105,4) (105,5) 146
(106,4) (106,5) 62
(107,4) (107,5) 893
(108,4) (108,5) 964
(109,4) (109,5) 238
(110,4) (110,5) 44
(111,4) (111,5) 846
(112,4) (112,5) 621
(113,4) (113,5) 870
(114,4) (114,5) 473
(115,4) (115,5) 32
(116,4) (116,5) 347
(117,4) (117,5) 783
(118,4) (118,5) 92
(119,4) (119,5) 715
(120,4) (120,5) 453
(121,4) (121,5) 329
(122,4) (122,5) 568
(123,4) (123,5) 818
(124,4) (124,5) 318
(125,4) (125,5) 576
(126,4) (126,5) 995
(127,4) (127,5) 687
(128,4) (128,5) 408
(129,4) (129,5) 645
(130,4) (130,5) 484
(131,4) (131,5) 648
(132,4) (132,5) 119
(133,4) (133,5) 28
(134,4) (134,5) 710
(135,4) (135,5) 927
(136,4) (136,5) 359
(137,4) (137,5) 663
(138,4) (138,5) 459
(139,4) (139,5) 31
(140,4) (140,5) 330
(141,4) (141,5) 167
(142,4) (142,5) 647
(143,4) (143,5) 978
(144,4) (144,5) 90
(145,4) (145,5) 938
(146,4) (146,5) 139
(147,4) (147,5) 104
(148,4) (148,5) 136
(149,4) (149,5) 576
(150,4) (150,5) 937
(151,4) (151,5) 313
(152,4) (152,5) 78
(153,4) (153,5) 215
(154,4) (154,5) 323
(155,4) (155,5) 140
(156,4) (156,5) 95
(157,4) (157,5) 695
(158,4) (158,5) 795
(159,4) (159,5) 688
(160,4) (160,5) 969
(161,4) (161,5) 896
(162,4) (162,5) 886
(163,4) (163,5) 487
(164,4) (164,5) 388
(165,4) (165,5) 135
(166,4) (166,5) 818
(167,4) (167,5) 459
(168,4) (168,5) 650
(169,4) (169,5) 368
(170,4) (170,5) 104
(171,4) (171,5) 200
(172,4) (172,5) 323
(173,4) (173,5) 237
(174,4) (174,5) 232
(175,4) (175,5) 553
(176,4) (176,5) 507
(177,4) (177,5) 700
(178,4) (178,5) 321
(179,4) (179,5) 639
(180,4) (180,5) 978
(181,4) (181,5) 750
(182,4) (182,5) 1
(183,4) (183,5) 236
(184,4) (184,5) 609
(185,4) (185,5) 516
(186,4) (186,5) 999
(187,4) (187,5) 462
(188,4) (188,5) 596
(189,4) (189,5) 52
(190,4) (190,5) 530
(191,4) (191,5) 479
(192,4) (192,5) 840
(193,4) (193,5) 314
(194,4) (194,5) 198
(195,4) (195,5) 528
(196,4) (196,5) 154
(197,4) (197,5) 778
(198,4) (198,5) 867
(199,4) (199,5) 150
(200,4) (200,5) 297
(201,4) (201,5) 377
(202,4) (202,5) 449
(203,4) (203,5) 949
(204,4) (204,5) 697
(205,4) (205,5) 635
(206,4) (206,5) 684
(207,4) (207,5) 337
(208,4) (208,5) 613
(209,4) (209,5) 470
(210,4) (210,5) 855
(211,4) (211,5) 59
(212,4) (212,5) 352
(213,4) (213,5) 454
(214,4) (214,5) 232
(215,4) (215,5) 856
(216,4) (216,5) 112
(217,4) (217,5) 275
(218,4) (218,5) 665
(219,4) (219,5) 878
(220,4) (220,5) 792
(221,4) (221,5) 44
(222,4) (222,5) 662
(223,4) (223,5) 407
(224,4) (224,5) 361
(225,4) (225,5) 102
(226,4) (226,5) 88
(227,4) (227,5) 760
(228,4) (228,5) 68
(229,4) (229,5) 64
(230,4) (230,5) 229
(231,4) (231,5) 820
(232,4) (232,5) 462
(233,4) (233,5) 142
(234,4) (234,5) 393
(235,4) (235,5) 721
(236,4) (236,5) 408
(237,4) (237,5) 493
(238,4) (238,5) 773
(239,4) (239,5) 740
(240,4) (240,5) 818
(241,4) (241,5) 30
(242,4) (242,5) 698
(243,4) (243,5) 528
(244,4) (244,5) 196
(245,4) (245,5) 196
(246,4) (246,5) 74
(247,4) (247,5) 321
(248,4) (248,5) 465
(249,4) (249,5) 215
(250,4) (250,5) 612
(251,4) (251,5) 919
(252,4) (252,5) 784
(253,4) (253,5) 147
(254,4) (254,5) 850
(255,4) (255,5) 238
(256,4) (256,5) 592
(257,4) (257,5) 130
(258,4) (258,5) 704
(259,4) (259,5) 794
(260,4) (260,5) 15
(261,4) (261,5) 550
(262,4) (262,5) 35
(263,4) (263,5) 968
(264,4) (264,5) 39
(265,4) (265,5) 739
(266,4) (266,5) 780
(267,4) (267,5) 544
(268,4) (268,5) 734
(269,4) (269,5) 569
(270,4) (270,5) 544
(271,4) (271,5) 62
(272,4) (272,5) 672
(273,4) (273,5) 743
(274,4) (274,5) 261
(275,4) (275,5) 952
(276,4) (276,5) 243
(277,4) (277,5) 794
(278,4) (278,5) 603
(279,4) (279,5) 514
(280,4) (280,5) 263
(281,4) (281,5) 894
(282,4) (282,5) 548
(283,4) (283,5) 597
(284,4) (284,5) 448
(285,4) (285,5) 556
(286,4) (286,5) 201
(287,4) (287,5) 694
(288,4) (288,5) 553
(289,4) (289,5) 521
(290,4) (290,5) 163
(291,4) (291,5) 594
(292,4) (292,5) 135
(293,4) (293,5) 703
(294,4) (294,5) 227
(295,4) (295,5) 7
(296,4) (296,5) 983
(297,4) (297,5) 804
(298,4) (298,5) 735
(299,4) (299,5) 486
(300,4) (300,5) 429
(301,4) (301,5) 536
(302,4) (302,5) 593
(303,4) (303,5) 685
(304,4) (304,5) 506
(305,4) (305,5) 261
(306,4) (306,5) 93
