s (1,1) 270
(384,1) (384,2) 839
(385,1) (385,2) 920
(386,1) (386,2) 708
(387,1) (387,2) 397
(388,1) (388,2) 616
(389,1) (389,2) 234
(390,1) (390,2) 475
(391,1) (391,2) 501
(392,1) (392,2) 783
(393,1) (393,2) 692
(394,1) (394,2) 108
(395,1) (395,2) 451
(396,1) (396,2) 330
(397,1) (397,2) 961
(398,1) (398,2) 691
(399,1) (399,2) 486
(400,1) (400,2) 300
(401,1) (401,2) 617
(402,1) (402,2) 366
(403,1) (403,2) 87
(404,1) (404,2) 52
(405,1) (405,2) 786
(406,1) (406,2) 432
(407,1) (407,2) 961
(408,1) (408,2) 653
(409,1) (409,2) 313
(410,1) (410,2) 920
(411,1) (411,2) 268
(412,1) (412,2) 787
(413,1) (413,2) 526
(414,1) (414,2) 797
(415,1) (415,2) 488
(416,1) (416,2) 679
(417,1) (417,2) 773
(418,1) (418,2) 688
(419,1) (419,2) 551
(420,1) (420,2) 303
(421,1) (421,2) 489
(422,1) (422,2) 486
(423,1) (423,2) 435
(424,1) (424,2) 365
(425,1) (425,2) 819
(426,1) (426,2) 481
(427,1) (427,2) 151
(428,1) (428,2) 154
(429,1) (429,2) 600
(430,1) (430,2) 410
(431,1) (431,2) 378
(432,1) (432,2) 415
(433,1) (433,2) 544
(434,1) (434,2) 165
(435,1) (435,2) 285
(436,1) (436,2) 272
(437,1) (437,2) 291
(438,1) (438,2) 120
(439,1) (439,2) 190
(440,1) (440,2) 558
(441,1) (441,2) 662
(442,1) (442,2) 497
(443,1) (443,2) 397
(444,1) (444,2) 103
(445,1) (445,2) 163
(446,1) (446,2) 460
(447,1) (447,2) 484
(448,1) (448,2) 411
(449,1) (449,2) 999
(450,1) (450,2) 998
(451,1) (451,2) 347
(452,1) (452,2) 254
(453,1) (453,2) 620
(454,1) (454,2) 832
(455,1) (455,2) 265
(456,1) (456,2) 213
(457,1) (457,2) 207
(458,1) (458,2) 731
(459,1) (459,2) 783
(460,1) (460,2) 815
(461,1) (461,2) 84
(462,1) (462,2) 549
(463,1) (463,2) 566
(464,1) (464,2) 618
(465,1) (465,2) 109
(466,1) (466,2) 54
(467,1) (467,2) 961
(468,1) (468,2) 918
(469,1) (469,2) 697
(470,1) (470,2) 826
(471,1) (471,2) 661
(472,1) (472,2) 138
(473,1) (473,2) 282
(474,1) (474,2) 802
(475,1) (475,2) 724
(476,1) (476,2) 977
(477,1) (477,2) 175
(478,1) (478,2) 1
(479,1) (479,2) 521
(480,1) (480,2) 712
(481,1) (481,2) 231
(482,1) (482,2) 120
(483,1) (483,2) 278
(484,1) (484,2) 127
(485,1) (485,2) 471
(486,1) (486,2) 750
(487,1) (487,2) 266
(488,1) (488,2) 898
(489,1) (489,2) 715
(490,1) (490,2) 560
(491,1) (491,2) 374
(492,1) (492,2) 499
(493,1) (493,2) 249
(494,1) (494,2) 145
(495,1) (495,2) 14
(496,1) (496,2) 270
(497,1) (497,2) 555
(498,1) (498,2) 46
(499,1) (499,2) 741
(500,1) (500,2) 145
(501,1) (501,2) 378
(502,1) (502,2) 248
(503,1) (503,2) 745
(504,1) (504,2) 677
(505,1) (505,2) 944
(506,1) (506,2) 55
(507,1) (507,2) 629
(508,1) (508,2) 61
(509,1) (509,2) 718
(510,1) (510,2) 208
(511,1) (511,2) 245
(512,1) (512,2) 666
(513,1) (513,2) 820
(514,1) (514,2) 499
(515,1) (515,2) 716
(516,1) (516,2) 904
(517,1) (517,2) 783
(518,1) (518,2) 155
(519,1) (519,2) 642
(520,1) (520,2) 209
(521,1) (521,2) 836
(522,1) (522,2) 258
(523,1) (523,2) 2
(524,1) (524,2) 692
(525,1) (525,2) 643
(526,1) (526,2) 937
(527,1) (527,2) 679
(528,1) (528,2) 762
(529,1) (529,2) 262
(530,1) (530,2) 97
(531,1) (531,2) 806
(532,1) (532,2) 477
(533,1) (533,2) 305
(534,1) (534,2) 793
(535,1) (535,2) 798
(536,1) (536,2) 309
(537,1) (537,2) 868
(538,1) (538,2) 244
(539,1) (539,2) 28
(540,1) (540,2) 783
(541,1) (541,2) 340
(542,1) (542,2) 174
(543,1) (543,2) 747
(544,1) (544,2) 620
(545,1) (545,2) 784
(546,1) (546,2) 883
(547,1) (547,2) 385
(548,1) (548,2) 644
(549,1) (549,2) 366
(550,1) (550,2) 340
(551,1) (551,2) 197
(552,1) (552,2) 566
(553,1) (553,2) 677
(554,1) (554,2) 175
(555,1) (555,2) 821
(556,1) (556,2) 797
(557,1) (557,2) 310
(558,1) (558,2) 833
(559,1) (559,2) 603
(560,1) (560,2) 888
(561,1) (561,2) 244
(562,1) (562,2) 435
(563,1) (563,2) 231
(564,1) (564,2) 358
(565,1) (565,2) 146
(566,1) (566,2) 959
(567,1) (567,2) 960
(568,1) (568,2) 307
(569,1) (569,2) 963
(570,1) (570,2) 45
(571,1) (571,2) 132
(572,1) (572,2) 116
(573,1) (573,2) 757
(574,1) (574,2) 222
(575,1) (575,2) 872
(576,1) (576,2) 731
(577,1) (577,2) 471
(578,1) (578,2) 748
(579,1) (579,2) 457
(580,1) (580,2) 464
(581,1) (581,2) 705
(582,1) (582,2) 44
(583,1) (583,2) 1000
(584,1) (584,2) 700
(585,1) (585,2) 859
(586,1) (586,2) 553
(587,1) (587,2) 603
(588,1) (588,2) 146
(589,1) (589,2) 974
(590,1) (590,2) 862
(591,1) (591,2) 649
(592,1) (592,2) 317
(593,1) (593,2) 174
(594,1) (594,2) 304
(595,1) (595,2) 238
(596,1) (596,2) 536
(597,1) (597,2) 641
(598,1) (598,2) 782
(599,1) (599,2) 156
(600,1) (600,2) 382
(601,1) (601,2) 537
(602,1) (602,2) 677
(603,1) (603,2) 386
(604,1) (604,2) 511
(605,1) (605,2) 309
(606,1) (606,2) 332
(607,1) (607,2) 822
(608,1) (608,2) 739
(609,1) (609,2) 126
(610,1) (610,2) 49
(611,1) (611,2) 927
(612,1) (612,2) 902
(613,1) (613,2) 141
(614,1) (614,2) 303
(615,1) (615,2) 414
(616,1) (616,2) 200
(617,1) (617,2) 258
(618,1) (618,2) 613
(619,1) (619,2) 290
(620,1) (620,2) 32
(621,1) (621,2) 911
(622,1) (622,2) 419
(623,1) (623,2) 730
(624,1) (624,2) 68
(625,1) (625,2) 434
(626,1) (626,2) 411
(627,1) (627,2) 613
(628,1) (628,2) 343
(629,1) (629,2) 938
(630,1) (630,2) 90
(631,1) (631,2) 653
(632,1) (632,2) 624
(633,1) (633,2) 121
(634,1) (634,2) 210
(635,1) (635,2) 570
(636,1) (636,2) 715
(637,1) (637,2) 664
(638,1) (638,2) 493
(639,1) (639,2) 675
(640,1) (640,2) 727
(641,1) (641,2) 632
(642,1) (642,2) 1000
(643,1) (643,2) 784
(644,1) (644,2) 451
(645,1) (645,2) 476
(646,1) (646,2) 338
(647,1) (647,2) 827
(648,1) (648,2) 485
(649,1) (649,2) 309
(650,1) (650,2) 247
(651,1) (651,2) 44
(652,1) (652,2) 585
(653,1) (653,2) 533
(654,1) (654,2) 173
(655,1) (655,2) 820
(656,1) (656,2) 298
(657,1) (657,2) 348
(658,1) (658,2) 906
(659,1) (659,2) 561
(660,1) (660,2) 752
(661,1) (661,2) 689
(662,1) (662,2) 400
(663,1) (663,2) 192
(664,1) (664,2) 102
(665,1) (665,2) 120
(666,1) (666,2) 967
(667,1) (667,2) 544
(668,1) (668,2) 942
(669,1) (669,2) 482
(670,1) (670,2) 845
(671,1) (671,2) 195
(672,1) (672,2) 340
(673,1) (673,2) 282
(674,1) (674,2) 820
(675,1) (675,2) 696
(676,1) (676,2) 180
(677,1) (677,2) 764
(678,1) (678,2) 440
(679,1) (679,2) 971
(680,1) (680,2) 833
(681,1) (681,2) 864
(682,1) (682,2) 11
(683,1) (683,2) 143
(684,1) (684,2) 35
(685,1) (685,2) 772
(686,1) (686,2) 911
(687,1) (687,2) 514
(688,1) (688,2) 411
(689,1) (689,2) 247
(690,1) (690,2) 1000
(691,1) (691,2) 854
(692,1) (692,2) 550
(693,1) (693,2) 162
(694,1) (694,2) 979
(695,1) (695,2) 599
(696,1) (696,2) 340
(697,1) (697,2) 217
(698,1) (698,2) 215
(699,1) (699,2) 752
(700,1) (700,2) 380
(701,1) (701,2) 103
(702,1) (702,2) 695
(703,1) (703,2) 200
(704,1) (704,2) 814
(705,1) (705,2) 480
(706,1) (706,2) 920
(707,1) (707,2) 82
(708,1) (708,2) 812
(709,1) (709,2) 511
(710,1) (710,2) 197
(711,1) (711,2) 899
(712,1) (712,2) 181
(713,1) (713,2) 552
(714,1) (714,2) 901
(715,1) (715,2) 605
(716,1) (716,2) 640
(717,1) (717,2) 696
(718,1) (718,2) 934
(719,1) (719,2) 528
(720,1) (720,2) 234
(721,1) (721,2) 792
(722,1) (722,2) 64
(723,1) (723,2) 519
(724,1) (724,2) 13
(725,1) (725,2) 225
(726,1) (726,2) 256
(727,1) (727,2) 216
(728,1) (728,2) 861
(729,1) (729,2) 17
(730,1) (730,2) 607
(731,1) (731,2) 605
(732,1) (732,2) 759
(733,1) (733,2) 899
(734,1) (734,2) 735
(735,1) (735,2) 240
(736,1) (736,2) 704
(737,1) (737,2) 133
(738,1) (738,2) 250
(739,1) (739,2) 228
(740,1) (740,2) 311
(741,1) (741,2) 475
(742,1) (742,2) 902
(743,1) (743,2) 886
(744,1) (744,2) 160
(745,1) (745,2) 745
(746,1) (746,2) 145
(747,1) (747,2) 138
(748,1) (748,2) 118
(749,1) (749,2) 645
(750,1) (750,2) 797
(751,1) (751,2) 186
(752,1) (752,2) 804
(753,1) (753,2) 595
(754,1) (754,2) 248
(755,1) (755,2) 889
(756,1) (756,2) 217
(757,1) (757,2) 826
(758,1) (758,2) 282
(759,1) (759,2) 286
(760,1) (760,2) 678
(761,1) (761,2) 275
(762,1) (762,2) 364
(763,1) (763,2) 556
(764,1) (764,2) 452
(765,1) (765,2) 410
(766,1) (766,2) 538
(767,1) (767,2) 462
(768,1) (768,2) 895
(769,1) (769,2) 670
(770,1) (770,2) 532
(771,1) (771,2) 256
(772,1) (772,2) 865
(773,1) (773,2) 818
(774,1) (774,2) 927
(775,1) (775,2) 825
(776,1) (776,2) 612
(777,1) (777,2) 974
(778,1) (778,2) 946
(779,1) (779,2) 924
(780,1) (780,2) 208
(781,1) (781,2) 823
(782,1) (782,2) 360
(783,1) (783,2) 301
(784,1) (784,2) 469
(785,1) (785,2) 618
(786,1) (786,2) 282
(787,1) (787,2) 664
(788,1) (788,2) 142
(789,1) (789,2) 865
(790,1) (790,2) 6
(791,1) (791,2) 142
(792,1) (792,2) 898
(793,1) (793,2) 124
(794,1) (794,2) 560
(795,1) (795,2) 769
(796,1) (796,2) 792
(797,1) (797,2) 681
(798,1) (798,2) 83
(799,1) (799,2) 551
(800,1) (800,2) 710
(801,1) (801,2) 278
(802,1) (802,2) 371
(803,1) (803,2) 611
(804,1) (804,2) 726
(805,1) (805,2) 210
(806,1) (806,2) 354
(807,1) (807,2) 134
(808,1) (808,2) 974
(809,1) (809,2) 67
(810,1) (810,2) 894
(811,1) (811,2) 317
(812,1) (812,2) 802
(813,1) (813,2) 595
(814,1) (814,2) 668
(815,1) (815,2) 748
(816,1) (816,2) 232
(817,1) (817,2) 828
(818,1) (818,2) 331
(819,1) (819,2) 800
(820,1) (820,2) 656
(821,1) (821,2) 450
(822,1) (822,2) 599
(823,1) (823,2) 242
(824,1) (824,2) 982
(825,1) (825,2) 1000
(826,1) (826,2) 232
(827,1) (827,2) 592
(828,1) (828,2) 694
(829,1) (829,2) 490
(830,1) (830,2) 326
(831,1) (831,2) 749
(832,1) (832,2) 194
(833,1) (833,2) 361
(834,1) (834,2) 379
(835,1) (835,2) 401
(836,1) (836,2) 395
(837,1) (837,2) 286
(838,1) (838,2) 286
(839,1) (839,2) 795
(840,1) (840,2) 929
(841,1) (841,2) 622
(842,1) (842,2) 671
(843,1) (843,2) 506
(844,1) (844,2) 681
(845,1) (845,2) 939
(846,1) (846,2) 188
(847,1) (847,2) 915
(848,1) (848,2) 306
(849,1) (849,2) 555
(850,1) (850,2) 31
(851,1) (851,2) 117
(852,1) (852,2) 108
(853,1) (853,2) 841
(854,1) (854,2) 425
(855,1) (855,2) 840
(856,1) (856,2) 950
(857,1) (857,2) 98
(858,1) (858,2) 568
(859,1) (859,2) 36
(860,1) (860,2) 730
(861,1) (861,2) 730
(862,1) (862,2) 800
(863,1) (863,2) 302
(864,1) (864,2) 31
(865,1) (865,2) 37
(866,1) (866,2) 745
(867,1) (867,2) 77
(868,1) (868,2) 362
(869,1) (869,2) 49
(870,1) (870,2) 860
(871,1) (871,2) 859
(872,1) (872,2) 267
(873,1) (873,2) 488
(874,1) (874,2) 323
(875,1) (875,2) 607
(876,1) (876,2) 215
(877,1) (877,2) 372
(878,1) (878,2) 52
(879,1) (879,2) 423
(880,1) (880,2) 791
(881,1) (881,2) 171
(882,1) (882,2) 458
(883,1) (883,2) 26
(884,1) (884,2) 388
(885,1) (885,2) 890
(886,1) (886,2) 233
(887,1) (887,2) 668
(888,1) (888,2) 758
(889,1) (889,2) 774
(890,1) (890,2) 452
(891,1) (891,2) 243
(892,1) (892,2) 152
(893,1) (893,2) 973
(894,1) (894,2) 252
(895,1) (895,2) 38
(896,1) (896,2) 969
(897,1) (897,2) 675
(898,1) (898,2) 654
(899,1) (899,2) 797
(900,1) (900,2) 313
(901,1) (901,2) 937
(902,1) (902,2) 490
(903,1) (903,2) 307
(904,1) (904,2) 533
(905,1) (905,2) 472
(906,1) (906,2) 284
(907,1) (907,2) 728
(908,1) (908,2) 218
(909,1) (909,2) 210
(910,1) (910,2) 433
(911,1) (911,2) 251
(912,1) (912,2) 546
(913,1) (913,2) 73
(914,1) (914,2) 400
(915,1) (915,2) 517
(916,1) (916,2) 606
(917,1) (917,2) 466
(918,1) (918,2) 226
(919,1) (919,2) 656
(920,1) (920,2) 569
(921,1) (921,2) 49
(922,1) (922,2) 983
(923,1) (923,2) 119
(924,1) (924,2) 492
(925,1) (925,2) 648
(926,1) (926,2) 263
(927,1) (927,2) 367
(928,1) (928,2) 955
(929,1) (929,2) 954
(930,1) (930,2) 513
(931,1) (931,2) 523
(932,1) (932,2) 715
(933,1) (933,2) 169
(934,1) (934,2) 516
(935,1) (935,2) 437
(936,1) (936,2) 726
(937,1) (937,2) 815
(938,1) (938,2) 615
(939,1) (939,2) 344
(940,1) (940,2) 109
(941,1) (941,2) 762
(942,1) (942,2) 623
(943,1) (943,2) 139
(944,1) (944,2) 208
(945,1) (945,2) 489
(946,1) (946,2) 445
(947,1) (947,2) 776
(948,1) (948,2) 765
(949,1) (949,2) 963
(950,1) (950,2) 177
(951,1) (951,2) 754
(952,1) (952,2) 323
(953,1) (953,2) 591
(954,1) (954,2) 223
(955,1) (955,2) 796
(956,1) (956,2) 282
(957,1) (957,2) 589
(958,1) (958,2) 12
(959,1) (959,2) 319
(960,1) (960,2) 778
(961,1) (961,2) 947
(962,1) (962,2) 477
(963,1) (963,2) 644
(964,1) (964,2) 924
(965,1) (965,2) 228
(966,1) (966,2) 532
(967,1) (967,2) 735
(968,1) (968,2) 720
(969,1) (969,2) 308
(970,1) (970,2) 537
(971,1) (971,2) 52
(972,1) (972,2) 692
(973,1) (973,2) 102
(974,1) (974,2) 121
(975,1) (975,2) 340
(976,1) (976,2) 157
(977,1) (977,2) 726
(978,1) (978,2) 189
(979,1) (979,2) 663
(980,1) (980,2) 685
(981,1) (981,2) 970
(982,1) (982,2) 897
(983,1) (983,2) 645
(984,1) (984,2) 298
(985,1) (985,2) 99
(986,1) (986,2) 447
(987,1) (987,2) 672
(988,1) (988,2) 703
(989,1) (989,2) 314
(990,1) (990,2) 559
(991,1) (991,2) 801
(992,1) (992,2) 289
(993,1) (993,2) 565
(994,1) (994,2) 318
(995,1) (995,2) 331
(996,1) (996,2) 680
(997,1) (997,2) 56
(998,1) (998,2) 865
(999,1) (999,2) 29
(1000,1) (1000,2) 312
(1,2) (1,3) 936
(2,2) (2,3) 332
(3,2) (3,3) 352
(4,2) (4,3) 379
(5,2) (5,3) 836
(6,2) (6,3) 147
(7,2) (7,3) 808
(8,2) (8,3) 740
(9,2) (9,3) 596
(10,2) (10,3) 443
(11,2) (11,3) 472
(12,2) (12,3) 467
(13,2) (13,3) 147
(14,2) (14,3) 454
(15,2) (15,3) 918
(16,2) (16,3) 216
(17,2) (17,3) 577
(18,2) (18,3) 330
(19,2) (19,3) 317
(20,2) (20,3) 646
(21,2) (21,3) 553
(22,2) (22,3) 685
(23,2) (23,3) 490
(24,2) (24,3) 909
(25,2) (25,3) 954
(26,2) (26,3) 903
(27,2) (27,3) 230
(28,2) (28,3) 523
(29,2) (29,3) 888
(30,2) (30,3) 228
(31,2) (31,3) 177
(32,2) (32,3) 425
(33,2) (33,3) 50
(34,2) (34,3) 797
(35,2) (35,3) 680
(36,2) (36,3) 190
(37,2) (37,3) 438
(38,2) (38,3) 329
(39,2) (39,3) 341
(40,2) (40,3) 986
(41,2) (41,3) 97
(42,2) (42,3) 677
(43,2) (43,3) 885
(44,2) (44,3) 265
(45,2) (45,3) 19
(46,2) (46,3) 157
(47,2) (47,3) 264
(48,2) (48,3) 170
(49,2) (49,3) 542
(50,2) (50,3) 941
(51,2) (51,3) 625
(52,2) (52,3) 298
(53,2) (53,3) 623
(54,2) (54,3) 593
(55,2) (55,3) 892
(56,2) (56,3) 826
(57,2) (57,3) 22
(58,2) (58,3) 230
(59,2) (59,3) 775
(60,2) (60,3) 138
(61,2) (61,3) 48
(62,2) (62,3) 299
(63,2) (63,3) 705
(64,2) (64,3) 336
(65,2) (65,3) 68
(66,2) (66,3) 111
(67,2) (67,3) 176
(68,2) (68,3) 849
(69,2) (69,3) 178
(70,2) (70,3) 816
(71,2) (71,3) 335
(72,2) (72,3) 923
(73,2) (73,3) 798
(74,2) (74,3) 45
(75,2) (75,3) 875
(76,2) (76,3) 301
(77,2) (77,3) 740
(78,2) (78,3) 281
(79,2) (79,3) 55
(80,2) (80,3) 259
(81,2) (81,3) 398
(82,2) (82,3) 69
(83,2) (83,3) 654
(84,2) (84,3) 201
(85,2) (85,3) 57
(86,2) (86,3) 120
(87,2) (87,3) 853
(88,2) (88,3) 476
(89,2) (89,3) 342
(90,2) (90,3) 789
(91,2) (91,3) 843
(92,2) (92,3) 376
(93,2) (93,3) 740
(94,2) (94,3) 602
(95,2) (95,3) 552
(96,2) (96,3) 233
(97,2) (97,3) 106
(98,2) (98,3) 200
(99,2) (99,3) 235
(100,2) (100,3) 489
(101,2) (101,3) 378
(102,2) (102,3) 452
(103,2) (103,3) 712
(104,2) (104,3) 498
(105,2) (105,3) 609
(106,2) (106,3) 657
(107,2) (107,3) 558
(108,2) (108,3) 825
(109,2) (109,3) 963
(110,2) (110,3) 863
(111,2) (111,3) 79
(112,2) (112,3) 56
(113,2) (113,3) 820
(114,2) (114,3) 300
(115,2) (115,3) 288
(116,2) (116,3) 175
(117,2) (117,3) 897
(118,2) (118,3) 509
(119,2) (119,3) 712
(120,2) (120,3) 14
(121,2) (121,3) 981
(122,2) (122,3) 602
(123,2) (123,3) 494
(124,2) (124,3) 208
(125,2) (125,3) 608
(126,2) (126,3) 3
(127,2) (127,3) 827
(128,2) (128,3) 511
(129,2) (129,3) 449
(130,2) (130,3) 163
(131,2) (131,3) 798
(132,2) (132,3) 25
(133,2) (133,3) 908
(134,2) (134,3) 487
(135,2) (135,3) 662
(136,2) (136,3) 588
(137,2) (137,3) 726
(138,2) (138,3) 187
(139,2) (139,3) 466
(140,2) (140,3) 691
(141,2) (141,3) 29
(142,2) (142,3) 826
(143,2) (143,3) 4
(144,2) (144,3) 661
(145,2) (145,3) 957
(146,2) (146,3) 87
(147,2) (147,3) 133
(148,2) (148,3) 478
(149,2) (149,3) 485
(150,2) (150,3) 341
(151,2) (151,3) 130
(152,2) (152,3) 68
(153,2) (153,3) 88
(154,2) (154,3) 751
(155,2) (155,3) 467
(156,2) (156,3) 600
(157,2) (157,3) 960
(158,2) (158,3) 349
(159,2) (159,3) 676
(160,2) (160,3) 519
(161,2) (161,3) 284
(162,2) (162,3) 659
(163,2) (163,3) 181
(164,2) (164,3) 325
(165,2) (165,3) 306
(166,2) (166,3) 304
(167,2) (167,3) 708
(168,2) (168,3) 69
(169,2) (169,3) 768
(170,2) (170,3) 264
(171,2) (171,3) 299
(172,2) (172,3) 806
(173,2) (173,3) 716
(174,2) (174,3) 342
(175,2) (175,3) 931
(176,2) (176,3) 933
(177,2) (177,3) 564
(178,2) (178,3) 674
(179,2) (179,3) 863
(180,2) (180,3) 267
(181,2) (181,3) 440
(182,2) (182,3) 27
(183,2) (183,3) 342
(184,2) (184,3) 892
(185,2) (185,3) 923
(186,2) (186,3) 9
(187,2) (187,3) 296
(188,2) (188,3) 68
(189,2) (189,3) 96
(190,2) (190,3) 585
(191,2) (191,3) 105
(192,2) (192,3) 501
(193,2) (193,3) 528
(194,2) (194,3) 846
(195,2) (195,3) 644
(196,2) (196,3) 401
(197,2) (197,3) 82
(198,2) (198,3) 72
(199,2) (199,3) 311
(200,2) (200,3) 736
(201,2) (201,3) 460
(202,2) (202,3) 668
(203,2) (203,3) 332
(204,2) (204,3) 135
(205,2) (205,3) 918
(206,2) (206,3) 360
(207,2) (207,3) 575
(208,2) (208,3) 205
(209,2) (209,3) 382
(210,2) (210,3) 545
(211,2) (211,3) 635
(212,2) (212,3) 395
(213,2) (213,3) 133
(214,2) (214,3) 459
(215,2) (215,3) 544
(216,2) (216,3) 680
(217,2) (217,3) 697
(218,2) (218,3) 20
(219,2) (219,3) 519
(220,2) (220,3) 510
(221,2) (221,3) 132
(222,2) (222,3) 269
(223,2) (223,3) 78
(224,2) (224,3) 172
(225,2) (225,3) 321
(226,2) (226,3) 78
(227,2) (227,3) 94
(228,2) (228,3) 745
(229,2) (229,3) 870
(230,2) (230,3) 613
(231,2) (231,3) 729
(232,2) (232,3) 602
(233,2) (233,3) 381
(234,2) (234,3) 539
(235,2) (235,3) 306
(236,2) (236,3) 528
(237,2) (237,3) 53
(238,2) (238,3) 827
(239,2) (239,3) 525
(240,2) (240,3) 169
(241,2) (241,3) 150
(242,2) (242,3) 384
(243,2) (243,3) 725
(244,2) (244,3) 25
(245,2) (245,3) 418
(246,2) (246,3) 930
(247,2) (247,3) 4
(248,2) (248,3) 997
(249,2) (249,3) 398
(250,2) (250,3) 332
(251,2) (251,3) 701
(252,2) (252,3) 323
(253,2) (253,3) 576
(254,2) (254,3) 85
(255,2) (255,3) 341
(256,2) (256,3) 497
(257,2) (257,3) 74
(258,2) (258,3) 520
(259,2) (259,3) 472
(260,2) (260,3) 689
(261,2) (261,3) 892
(262,2) (262,3) 307
(263,2) (263,3) 8
(264,2) (264,3) 430
(265,2) (265,3) 24
(266,2) (266,3) 697
(267,2) (267,3) 25
(268,2) (268,3) 863
(269,2) (269,3) 983
(270,2) (270,3) 324
(271,2) (271,3) 775
(272,2) (272,3) 708
(273,2) (273,3) 33
(274,2) (274,3) 75
(275,2) (275,3) 985
(276,2) (276,3) 313
(277,2) (277,3) 490
(278,2) (278,3) 147
(279,2) (279,3) 303
(280,2) (280,3) 126
(281,2) (281,3) 479
(282,2) (282,3) 933
(283,2) (283,3) 310
(284,2) (284,3) 80
(285,2) (285,3) 920
(286,2) (286,3) 36
(287,2) (287,3) 948
(288,2) (288,3) 504
(289,2) (289,3) 264
(290,2) (290,3) 945
(291,2) (291,3) 494
(292,2) (292,3) 206
(293,2) (293,3) 215
(294,2) (294,3) 605
(295,2) (295,3) 408
(296,2) (296,3) 186
(297,2) (297,3) 865
(298,2) (298,3) 138
(299,2) (299,3) 732
(300,2) (300,3) 246
(301,2) (301,3) 902
(302,2) (302,3) 502
(303,2) (303,3) 819
(304,2) (304,3) 499
(305,2) (305,3) 810
(306,2) (306,3) 397
(307,2) (307,3) 50
(308,2) (308,3) 663
(309,2) (309,3) 8
(310,2) (310,3) 930
(311,2) (311,3) 356
(312,2) (312,3) 416
(313,2) (313,3) 824
(314,2) (314,3) 282
(315,2) (315,3) 453
(316,2) (316,3) 8
(317,2) (317,3) 704
(318,2) (318,3) 838
(319,2) (319,3) 366
(320,2) (320,3) 244
(321,2) (321,3) 534
(322,2) (322,3) 67
(323,2) (323,3) 908
(324,2) (324,3) 195
(325,2) (325,3) 891
(326,2) (326,3) 23
(327,2) (327,3) 235
(328,2) (328,3) 551
(329,2) (329,3) 794
(330,2) (330,3) 825
(331,2) (331,3) 441
(332,2) (332,3) 235
(333,2) (333,3) 624
(334,2) (334,3) 765
(335,2) (335,3) 125
(336,2) (336,3) 498
(337,2) (337,3) 182
(338,2) (338,3) 116
(339,2) (339,3) 85
(340,2) (340,3) 511
(341,2) (341,3) 242
(342,2) (342,3) 892
(343,2) (343,3) 455
(344,2) (344,3) 199
(345,2) (345,3) 988
(346,2) (346,3) 497
(347,2) (347,3) 367
(348,2) (348,3) 815
(349,2) (349,3) 764
(350,2) (350,3) 151
(351,2) (351,3) 248
(352,2) (352,3) 906
(353,2) (353,3) 64
(354,2) (354,3) 611
(355,2) (355,3) 54
(356,2) (356,3) 43
(357,2) (357,3) 435
(358,2) (358,3) 309
(359,2) (359,3) 903
(360,2) (360,3) 588
(361,2) (361,3) 162
(362,2) (362,3) 12
(363,2) (363,3) 554
(364,2) (364,3) 769
(365,2) (365,3) 360
(366,2) (366,3) 222
(367,2) (367,3) 279
(368,2) (368,3) 900
(369,2) (369,3) 9
(370,2) (370,3) 410
(371,2) (371,3) 630
(372,2) (372,3) 166
(373,2) (373,3) 43
(374,2) (374,3) 797
(375,2) (375,3) 852
(376,2) (376,3) 518
(377,2) (377,3) 664
(378,2) (378,3) 141
(379,2) (379,3) 408
(380,2) (380,3) 481
(381,2) (381,3) 360
(382,2) (382,3) 957
(383,2) (383,3) 364
(384,2) (384,3) 494
(385,2) (385,3) 676
(386,2) (386,3) 557
(387,2) (387,3) 751
(388,2) (388,3) 380
(389,2) (389,3) 69
(390,2) (390,3) 332
(391,2) (391,3) 143
(392,2) (392,3) 755
(393,2) (393,3) 523
(394,2) (394,3) 613
(395,2) (395,3) 332
(396,2) (396,3) 876
(397,2) (397,3) 481
(398,2) (398,3) 581
(399,2) (399,3) 359
(400,2) (400,3) 398
(401,2) (401,3) 438
(402,2) (402,3) 109
(403,2) (403,3) 673
(404,2) (404,3) 286
(405,2) (405,3) 975
(406,2) (406,3) 127
(407,2) (407,3) 304
(408,2) (408,3) 618
(409,2) (409,3) 63
(410,2) (410,3) 761
(411,2) (411,3) 20
(412,2) (412,3) 634
(413,2) (413,3) 968
(414,2) (414,3) 713
(415,2) (415,3) 608
(416,2) (416,3) 235
(417,2) (417,3) 955
(418,2) (418,3) 764
(419,2) (419,3) 140
(420,2) (420,3) 506
(421,2) (421,3) 876
(422,2) (422,3) 736
(423,2) (423,3) 688
(424,2) (424,3) 905
(425,2) (425,3) 761
(426,2) (426,3) 650
(427,2) (427,3) 354
(428,2) (428,3) 929
(429,2) (429,3) 25
(430,2) (430,3) 92
(431,2) (431,3) 256
(432,2) (432,3) 92
(433,2) (433,3) 137
(434,2) (434,3) 855
(435,2) (435,3) 377
(436,2) (436,3) 13
(437,2) (437,3) 329
(438,2) (438,3) 817
(439,2) (439,3) 214
(440,2) (440,3) 239
(441,2) (441,3) 934
(442,2) (442,3) 274
(443,2) (443,3) 223
(444,2) (444,3) 246
(445,2) (445,3) 713
(446,2) (446,3) 721
(447,2) (447,3) 583
(448,2) (448,3) 150
(449,2) (449,3) 420
(450,2) (450,3) 894
(451,2) (451,3) 89
(452,2) (452,3) 311
(453,2) (453,3) 204
(454,2) (454,3) 780
(455,2) (455,3) 276
(456,2) (456,3) 809
(457,2) (457,3) 161
(458,2) (458,3) 501
